"Time","Indicator","Age","Place of residence","Sex","Unit","Value"
"2018","Deaths","47","Urban areas","Males and females","persons","111"
"2018","Deaths","47","Urban areas","Males","persons","75"
"2018","Deaths","47","Urban areas","Females","persons","36"
"2019","Deaths","47","Urban areas","Males and females","persons","110"
"2019","Deaths","47","Urban areas","Males","persons","74"
"2019","Deaths","47","Urban areas","Females","persons","36"
"2020","Deaths","47","Urban areas","Males and females","persons","150"
"2020","Deaths","47","Urban areas","Males","persons","105"
"2020","Deaths","47","Urban areas","Females","persons","45"
"2021","Deaths","47","Urban areas","Males and females","persons","127"
"2021","Deaths","47","Urban areas","Males","persons","86"
"2021","Deaths","47","Urban areas","Females","persons","41"
"2022","Deaths","47","Urban areas","Males and females","persons","128"
"2022","Deaths","47","Urban areas","Males","persons","85"
"2022","Deaths","47","Urban areas","Females","persons","43"
"2023","Deaths","47","Urban areas","Males and females","persons","113"
"2023","Deaths","47","Urban areas","Males","persons","75"
"2023","Deaths","47","Urban areas","Females","persons","38"
"2024","Deaths","47","Urban areas","Males and females","persons","99"
"2024","Deaths","47","Urban areas","Males","persons","69"
"2024","Deaths","47","Urban areas","Females","persons","30"
"2015","Deaths","48","Urban areas","Males and females","persons","146"
"2015","Deaths","48","Urban areas","Males","persons","105"
"2015","Deaths","48","Urban areas","Females","persons","41"
"2016","Deaths","48","Urban areas","Males and females","persons","158"
"2016","Deaths","48","Urban areas","Males","persons","112"
"2016","Deaths","48","Urban areas","Females","persons","46"
"2017","Deaths","48","Urban areas","Males and females","persons","126"
"2017","Deaths","48","Urban areas","Males","persons","92"
"2017","Deaths","48","Urban areas","Females","persons","34"
"2018","Deaths","48","Urban areas","Males and females","persons","120"
"2018","Deaths","48","Urban areas","Males","persons","85"
"2018","Deaths","48","Urban areas","Females","persons","35"
"2019","Deaths","48","Urban areas","Males and females","persons","122"
"2019","Deaths","48","Urban areas","Males","persons","73"
"2019","Deaths","48","Urban areas","Females","persons","49"
"2020","Deaths","48","Urban areas","Males and females","persons","143"
"2020","Deaths","48","Urban areas","Males","persons","96"
"2020","Deaths","48","Urban areas","Females","persons","47"
"2021","Deaths","48","Urban areas","Males and females","persons","132"
"2021","Deaths","48","Urban areas","Males","persons","98"
"2021","Deaths","48","Urban areas","Females","persons","34"
"2022","Deaths","48","Urban areas","Males and females","persons","130"
"2022","Deaths","48","Urban areas","Males","persons","85"
"2022","Deaths","48","Urban areas","Females","persons","45"
"2023","Deaths","48","Urban areas","Males and females","persons","119"
"2023","Deaths","48","Urban areas","Males","persons","81"
"2023","Deaths","48","Urban areas","Females","persons","38"
"2024","Deaths","48","Urban areas","Males and females","persons","120"
"2024","Deaths","48","Urban areas","Males","persons","93"
"2024","Deaths","48","Urban areas","Females","persons","27"
"2015","Deaths","49","Urban areas","Males and females","persons","161"
"2015","Deaths","49","Urban areas","Males","persons","115"
"2015","Deaths","49","Urban areas","Females","persons","46"
"2016","Deaths","49","Urban areas","Males and females","persons","159"
"2016","Deaths","49","Urban areas","Males","persons","112"
"2016","Deaths","49","Urban areas","Females","persons","47"
"2017","Deaths","49","Urban areas","Males and females","persons","121"
"2017","Deaths","49","Urban areas","Males","persons","83"
"2017","Deaths","49","Urban areas","Females","persons","38"
"2018","Deaths","49","Urban areas","Males and females","persons","124"
"2018","Deaths","49","Urban areas","Males","persons","96"
"2018","Deaths","49","Urban areas","Females","persons","28"
"2019","Deaths","49","Urban areas","Males and females","persons","149"
"2019","Deaths","49","Urban areas","Males","persons","111"
"2019","Deaths","49","Urban areas","Females","persons","38"
"2020","Deaths","49","Urban areas","Males and females","persons","169"
"2020","Deaths","49","Urban areas","Males","persons","114"
"2020","Deaths","49","Urban areas","Females","persons","55"
"2021","Deaths","49","Urban areas","Males and females","persons","203"
"2021","Deaths","49","Urban areas","Males","persons","148"
"2021","Deaths","49","Urban areas","Females","persons","55"
"2022","Deaths","49","Urban areas","Males and females","persons","134"
"2022","Deaths","49","Urban areas","Males","persons","85"
"2022","Deaths","49","Urban areas","Females","persons","49"
"2023","Deaths","49","Urban areas","Males and females","persons","124"
"2023","Deaths","49","Urban areas","Males","persons","96"
"2023","Deaths","49","Urban areas","Females","persons","28"
"2024","Deaths","49","Urban areas","Males and females","persons","122"
"2024","Deaths","49","Urban areas","Males","persons","85"
"2024","Deaths","49","Urban areas","Females","persons","37"
"2015","Deaths","50","Urban areas","Males and females","persons","182"
"2015","Deaths","50","Urban areas","Males","persons","130"
"2015","Deaths","50","Urban areas","Females","persons","52"
"2016","Deaths","50","Urban areas","Males and females","persons","151"
"2016","Deaths","50","Urban areas","Males","persons","107"
"2016","Deaths","50","Urban areas","Females","persons","44"
"2017","Deaths","50","Urban areas","Males and females","persons","175"
"2017","Deaths","50","Urban areas","Males","persons","119"
"2017","Deaths","50","Urban areas","Females","persons","56"
"2018","Deaths","50","Urban areas","Males and females","persons","137"
"2018","Deaths","50","Urban areas","Males","persons","86"
"2018","Deaths","50","Urban areas","Females","persons","51"
"2019","Deaths","50","Urban areas","Males and females","persons","105"
"2019","Deaths","50","Urban areas","Males","persons","65"
"2019","Deaths","50","Urban areas","Females","persons","40"
"2020","Deaths","50","Urban areas","Males and females","persons","157"
"2020","Deaths","50","Urban areas","Males","persons","110"
"2020","Deaths","50","Urban areas","Females","persons","47"
"2021","Deaths","50","Urban areas","Males and females","persons","196"
"2021","Deaths","50","Urban areas","Males","persons","133"
"2021","Deaths","50","Urban areas","Females","persons","63"
"2022","Deaths","50","Urban areas","Males and females","persons","150"
"2022","Deaths","50","Urban areas","Males","persons","89"
"2022","Deaths","50","Urban areas","Females","persons","61"
"2023","Deaths","50","Urban areas","Males and females","persons","130"
"2023","Deaths","50","Urban areas","Males","persons","99"
"2023","Deaths","50","Urban areas","Females","persons","31"
"2024","Deaths","50","Urban areas","Males and females","persons","124"
"2024","Deaths","50","Urban areas","Males","persons","86"
"2024","Deaths","50","Urban areas","Females","persons","38"
"2015","Deaths","51","Urban areas","Males and females","persons","187"
"2015","Deaths","51","Urban areas","Males","persons","130"
"2015","Deaths","51","Urban areas","Females","persons","57"
"2016","Deaths","51","Urban areas","Males and females","persons","157"
"2016","Deaths","51","Urban areas","Males","persons","119"
"2016","Deaths","51","Urban areas","Females","persons","38"
"2017","Deaths","51","Urban areas","Males and females","persons","146"
"2017","Deaths","51","Urban areas","Males","persons","89"
"2017","Deaths","51","Urban areas","Females","persons","57"
"2018","Deaths","51","Urban areas","Males and females","persons","153"
"2018","Deaths","51","Urban areas","Males","persons","105"
"2018","Deaths","51","Urban areas","Females","persons","48"
"2019","Deaths","51","Urban areas","Males and females","persons","146"
"2019","Deaths","51","Urban areas","Males","persons","99"
"2019","Deaths","51","Urban areas","Females","persons","47"
"2020","Deaths","51","Urban areas","Males and females","persons","156"
"2020","Deaths","51","Urban areas","Males","persons","95"
"2020","Deaths","51","Urban areas","Females","persons","61"
"2021","Deaths","51","Urban areas","Males and females","persons","190"
"2021","Deaths","51","Urban areas","Males","persons","138"
"2021","Deaths","51","Urban areas","Females","persons","52"
"2022","Deaths","51","Urban areas","Males and females","persons","164"
"2022","Deaths","51","Urban areas","Males","persons","105"
"2022","Deaths","51","Urban areas","Females","persons","59"
"2023","Deaths","51","Urban areas","Males and females","persons","133"
"2023","Deaths","51","Urban areas","Males","persons","99"
"2023","Deaths","51","Urban areas","Females","persons","34"
"2024","Deaths","51","Urban areas","Males and females","persons","133"
"2024","Deaths","51","Urban areas","Males","persons","89"
"2024","Deaths","51","Urban areas","Females","persons","44"
"2015","Deaths","52","Urban areas","Males and females","persons","228"
"2015","Deaths","52","Urban areas","Males","persons","171"
"2015","Deaths","52","Urban areas","Females","persons","57"
"2016","Deaths","52","Urban areas","Males and females","persons","190"
"2016","Deaths","52","Urban areas","Males","persons","128"
"2016","Deaths","52","Urban areas","Females","persons","62"
"2017","Deaths","52","Urban areas","Males and females","persons","174"
"2017","Deaths","52","Urban areas","Males","persons","126"
"2017","Deaths","52","Urban areas","Females","persons","48"
"2018","Deaths","52","Urban areas","Males and females","persons","150"
"2018","Deaths","52","Urban areas","Males","persons","110"
"2018","Deaths","52","Urban areas","Females","persons","40"
"2019","Deaths","52","Urban areas","Males and females","persons","169"
"2019","Deaths","52","Urban areas","Males","persons","115"
"2019","Deaths","52","Urban areas","Females","persons","54"
"2020","Deaths","52","Urban areas","Males and females","persons","194"
"2020","Deaths","52","Urban areas","Males","persons","141"
"2020","Deaths","52","Urban areas","Females","persons","53"
"2021","Deaths","52","Urban areas","Males and females","persons","189"
"2021","Deaths","52","Urban areas","Males","persons","126"
"2021","Deaths","52","Urban areas","Females","persons","63"
"2022","Deaths","52","Urban areas","Males and females","persons","168"
"2022","Deaths","52","Urban areas","Males","persons","116"
"2022","Deaths","52","Urban areas","Females","persons","52"
"2023","Deaths","52","Urban areas","Males and females","persons","150"
"2023","Deaths","52","Urban areas","Males","persons","102"
"2023","Deaths","52","Urban areas","Females","persons","48"
"2024","Deaths","52","Urban areas","Males and females","persons","151"
"2024","Deaths","52","Urban areas","Males","persons","107"
"2024","Deaths","52","Urban areas","Females","persons","44"
"2015","Deaths","53","Urban areas","Males and females","persons","247"
"2015","Deaths","53","Urban areas","Males","persons","182"
"2015","Deaths","53","Urban areas","Females","persons","65"
"2016","Deaths","53","Urban areas","Males and females","persons","247"
"2016","Deaths","53","Urban areas","Males","persons","179"
"2016","Deaths","53","Urban areas","Females","persons","68"
"2017","Deaths","53","Urban areas","Males and females","persons","182"
"2017","Deaths","53","Urban areas","Males","persons","136"
"2017","Deaths","53","Urban areas","Females","persons","46"
"2018","Deaths","53","Urban areas","Males and females","persons","162"
"2018","Deaths","53","Urban areas","Males","persons","110"
"2018","Deaths","53","Urban areas","Females","persons","52"
